Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,UV,SF,KQ,
3,1,6,157.31863,20,38.73238,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,18.732391,30.020832,514.69635
4,1,6,69.88636,20,20,28.605465,213.51648,3.40E+38,0,0,0,0,20,90
5,1,6,82.26234,20,22.398188,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,2.3981857,21.051775,264.74765
6,1,6,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,7,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,7,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,7,33.707752,28.791668,28.791668,46.09461,490.7217,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,7,159.99469,20,41.408436,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,21.408447,30.020832,514.69635
4,1,7,69.88636,20,20,28.605465,213.17389,3.40E+38,0,0,0,0,20,90
5,1,7,82.604935,20,22.740786,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,2.7407837,21.051775,264.74765
6,1,7,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,8,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,8,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,8,33.707752,28.791668,28.791668,46.09461,488.04565,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,8,162.67075,20,44.08449,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,24.084503,30.020832,514.69635
4,1,8,69.88636,20,20,28.605465,212.83128,3.40E+38,0,0,0,0,20,90
5,1,8,82.94753,20,23.083384,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,3.0833817,21.051775,264.74765
6,1,8,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,9,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,9,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,9,33.707752,28.791668,28.791668,46.09461,485.3696,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,9,165.3468,20,46.760548,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,26.76056,30.020832,514.69635
4,1,9,69.88636,20,20,28.605465,212.48868,3.40E+38,0,0,0,0,20,90
5,1,9,83.29013,20,23.425982,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,3.4259796,21.051775,264.74765
6,1,9,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,10,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,10,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,10,33.707752,28.791668,28.791668,46.09461,482.69354,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,10,168.02286,20,49.436604,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,29.436615,30.020832,514.69635
4,1,10,69.88636,20,20,28.605465,212.14609,3.40E+38,0,0,0,0,20,90
5,1,10,83.63273,20,23.76858,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,3.7685776,21.051775,264.74765
6,1,10,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,11,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,11,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,11,33.707752,28.791668,28.791668,46.09461,480.0175,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,11,170.69891,20,52.11266,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,32.11267,30.020832,514.69635
4,1,11,69.88636,20,20,28.605465,211.8035,3.40E+38,0,0,0,0,20,90
5,1,11,83.97533,20,24.111177,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,4.1111755,21.051775,264.74765
6,1,11,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,12,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,12,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,12,33.707752,28.791668,28.791668,46.09461,477.34143,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,12,173.37497,20,54.788715,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,34.788727,30.020832,514.69635
4,1,12,69.88636,20,20,28.605465,211.46089,3.40E+38,0,0,0,0,20,90
5,1,12,84.317924,20,24.453775,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,4.4537735,21.051775,264.74765
6,1,12,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,13,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,13,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,13,33.707752,28.791668,28.791668,46.09461,474.66537,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,13,176.05103,20,57.46477,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,37.464783,30.020832,514.69635
4,1,13,69.88636,20,20,28.605465,211.11829,3.40E+38,0,0,0,0,20,90
5,1,13,84.66052,20,24.796373,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,4.7963715,21.051775,264.74765
6,1,13,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,14,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,14,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,14,33.707752,28.791668,28.791668,46.09461,471.98932,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,14,178.72708,20,60.140827,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,40.14084,30.020832,514.69635
4,1,14,69.88636,20,20,28.605465,210.7757,3.40E+38,0,0,0,0,20,90
5,1,14,85.00312,20,25.138971,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,5.1389694,21.051775,264.74765
6,1,14,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,15,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,15,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,15,33.707752,28.791668,28.791668,46.09461,469.31326,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,15,181.40314,20,62.816883,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,42.816895,30.020832,514.69635
4,1,15,69.88636,20,20,28.605465,210.4331,3.40E+38,0,0,0,0,20,90
5,1,15,85.34572,20,25.48157,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,5.4815674,21.051775,264.74765
6,1,15,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,16,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,16,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,16,33.707752,28.791668,28.791668,46.09461,466.6372,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,16,184.0792,20,65.492935,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,45.49295,30.020832,514.69635
4,1,16,69.88636,20,20,28.605465,210.0905,3.40E+38,0,0,0,0,20,90
5,1,16,85.68832,20,25.824167,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,5.8241653,21.051775,264.74765
6,1,16,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,17,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,17,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,17,33.707752,28.791668,28.791668,46.09461,463.96115,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,17,186.75525,20,68.16899,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,48.169006,30.020832,514.69635
4,1,17,69.88636,20,20,28.605465,209.7479,3.40E+38,0,0,0,0,20,90
5,1,17,86.030914,20,26.166765,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,6.1667633,21.051775,264.74765
6,1,17,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,18,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,18,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,18,33.707752,28.791668,28.791668,46.09461,461.2851,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,18,189.4313,20,70.84505,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,50.845062,30.020832,514.69635
4,1,18,69.88636,20,20,28.605465,209.4053,3.40E+38,0,0,0,0,20,90
5,1,18,86.37351,20,26.509363,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,6.5093613,21.051775,264.74765
6,1,18,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,19,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,19,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,19,33.707752,28.791668,28.791668,46.09461,458.60904,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,19,192.10736,20,73.5211,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,53.52112,30.020832,514.69635
4,1,19,69.88636,20,20,28.605465,209.06271,3.40E+38,0,0,0,0,20,90
5,1,19,86.71611,20,26.851961,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,6.851959,21.051775,264.74765
6,1,19,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,20,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,20,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,20,33.707752,28.791668,28.791668,46.09461,455.93298,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,20,194.78342,20,76.19716,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,56.197174,30.020832,514.69635
4,1,20,69.88636,20,20,28.605465,208.72011,3.40E+38,0,0,0,0,20,90
5,1,20,87.05871,20,27.19456,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,7.194557,21.051775,264.74765
6,1,20,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,21,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,21,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,21,33.707752,28.791668,28.791668,46.09461,453.25693,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,21,197.45947,20,78.873215,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,58.87323,30.020832,514.69635
4,1,21,69.88636,20,20,28.605465,208.3775,3.40E+38,0,0,0,0,20,90
5,1,21,87.401306,20,27.537157,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,7.537155,21.051775,264.74765
6,1,21,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,22,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,22,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,22,33.707752,28.791668,28.791668,46.09461,450.58087,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,22,200.13553,20,81.54927,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,61.549286,30.020832,514.69635
4,1,22,69.88636,20,20,28.605465,208.03491,3.40E+38,0,0,0,0,20,90
5,1,22,87.743904,20,27.879755,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,7.879753,21.051775,264.74765
6,1,22,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,23,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,23,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,23,33.707752,28.791668,28.791668,46.09461,447.90482,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,23,202.81158,20,84.22533,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,64.22534,30.020832,514.69635
4,1,23,69.88636,20,20,28.605465,207.69232,3.40E+38,0,0,0,0,20,90
5,1,23,88.0865,20,28.222353,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,8.222351,21.051775,264.74765
6,1,23,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,24,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,24,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,24,33.707752,28.791668,28.791668,46.09461,445.22876,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,24,205.48764,20,86.90138,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,66.9014,30.020832,514.69635
4,1,24,69.88636,20,20,28.605465,207.34972,3.40E+38,0,0,0,0,20,90
5,1,24,88.4291,20,28.56495,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,8.564949,21.051775,264.74765
6,1,24,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,25,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,25,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,25,33.707752,28.791668,28.791668,46.09461,442.5527,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,25,208.1637,20,89.57744,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,69.57745,30.020832,514.69635
4,1,25,69.88636,20,20,28.605465,207.00711,3.40E+38,0,0,0,0,20,90
5,1,25,88.7717,20,28.907549,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,8.907547,21.051775,264.74765
6,1,25,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,26,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,26,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,26,33.707752,28.791668,28.791668,46.09461,439.87665,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,26,210.83975,20,92.253494,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,72.25351,30.020832,514.69635
4,1,26,69.88636,20,20,28.605465,206.66452,3.40E+38,0,0,0,0,20,90
5,1,26,89.114296,20,29.250147,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,9.250145,21.051775,264.74765
6,1,26,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,27,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,27,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,27,33.707752,28.791668,28.791668,46.09461,437.2006,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,27,213.51581,20,94.92955,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,74.929565,30.020832,514.69635
4,1,27,69.88636,20,20,28.605465,206.32193,3.40E+38,0,0,0,0,20,90
5,1,27,89.456894,20,29.592745,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,9.592743,21.051775,264.74765
6,1,27,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,28,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,28,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,28,33.707752,28.791668,28.791668,46.09461,434.52454,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,28,216.19186,20,97.605606,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,77.60562,30.020832,514.69635
4,1,28,69.88636,20,20,28.605465,205.97932,3.40E+38,0,0,0,0,20,90
5,1,28,89.79949,20,29.935343,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,9.935341,21.051775,264.74765
6,1,28,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,29,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,29,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,29,33.707752,28.791668,28.791668,46.09461,431.84848,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,29,218.86792,20,100.28166,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,80.28168,30.020832,514.69635
4,1,29,69.88636,20,20,28.605465,205.63672,3.40E+38,0,0,0,0,20,90
5,1,29,90.14209,20,30.27794,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,10.277939,21.051775,264.74765
6,1,29,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,30,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,30,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,30,33.707752,28.791668,28.791668,46.09461,429.17242,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,30,221.54398,20,102.95772,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,82.95773,30.020832,514.69635
4,1,30,69.88636,20,20,28.605465,205.29413,3.40E+38,0,0,0,0,20,90
5,1,30,90.48469,20,30.620539,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,10.620537,21.051775,264.74765
6,1,30,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,31,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,31,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,31,33.707752,28.791668,28.791668,46.09461,426.49637,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,31,224.22003,20,105.63377,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,85.63379,30.020832,514.69635
4,1,31,69.88636,20,20,28.605465,204.95154,3.40E+38,0,0,0,0,20,90
5,1,31,90.827286,20,30.963137,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,10.963135,21.051775,264.74765
6,1,31,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,32,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,32,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,32,33.707752,28.791668,28.791668,46.09461,423.8203,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,32,226.89609,20,108.30983,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,88.309845,30.020832,514.69635
4,1,32,69.88636,20,20,28.605465,204.60893,3.40E+38,0,0,0,0,20,90
5,1,32,91.16988,20,31.305735,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,11.305733,21.051775,264.74765
6,1,32,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,33,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,33,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,33,33.707752,28.791668,28.791668,46.09461,421.14426,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,33,229.57214,20,110.985886,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,90.9859,30.020832,514.69635
4,1,33,69.88636,20,20,28.605465,204.26633,3.40E+38,0,0,0,0,20,90
5,1,33,91.51248,20,31.648333,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,11.648331,21.051775,264.74765
6,1,33,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,34,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,34,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,34,33.707752,28.791668,28.791668,46.09461,418.4682,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,34,232.24817,20,113.66194,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,93.66193,30.020832,514.69635
4,1,34,69.88636,20,20,28.605465,203.92374,3.40E+38,0,0,0,0,20,90
5,1,34,91.85508,20,31.99093,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,11.990929,21.051775,264.74765
6,1,34,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,35,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,35,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,35,33.707752,28.791668,28.791668,46.09461,415.79218,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,35,234.9242,20,116.33797,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,96.33795,30.020832,514.69635
4,1,35,69.88636,20,20,28.605465,203.58115,3.40E+38,0,0,0,0,20,90
5,1,35,92.19768,20,32.333527,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,12.333527,21.051775,264.74765
6,1,35,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,36,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,36,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,36,33.707752,28.791668,28.791668,46.09461,413.11615,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,36,237.60022,20,119.01399,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,99.01398,30.020832,514.69635
4,1,36,69.88636,20,20,28.605465,203.23854,3.40E+38,0,0,0,0,20,90
5,1,36,92.540276,20,32.676125,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,12.676125,21.051775,264.74765
6,1,36,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,37,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,37,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,37,33.707752,28.791668,28.791668,46.09461,410.44012,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,37,240.27625,20,121.69002,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,101.69,30.020832,514.69635
4,1,37,69.88636,20,20,28.605465,202.89594,3.40E+38,0,0,0,0,20,90
5,1,37,92.88287,20,33.018723,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,13.018723,21.051775,264.74765
6,1,37,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,38,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,38,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,38,33.707752,28.791668,28.791668,46.09461,407.7641,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,38,242.95227,20,124.36604,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,104.36603,30.020832,514.69635
4,1,38,69.88636,20,20,28.605465,202.55334,3.40E+38,0,0,0,0,20,90
5,1,38,93.22547,20,33.36132,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,13.3613205,21.051775,264.74765
6,1,38,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,39,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,39,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,39,33.707752,28.791668,28.791668,46.09461,405.08807,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,39,245.6283,20,127.04207,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,107.04205,30.020832,514.69635
4,1,39,69.88636,20,20,28.605465,202.21075,3.40E+38,0,0,0,0,20,90
5,1,39,93.56807,20,33.70392,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,13.703918,21.051775,264.74765
6,1,39,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,40,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,40,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,40,33.707752,28.791668,28.791668,46.09461,402.41205,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,40,248.30432,20,129.7181,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,109.71808,30.020832,514.69635
4,1,40,69.88636,20,20,28.605465,201.86815,3.40E+38,0,0,0,0,20,90
5,1,40,93.91067,20,34.046516,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,14.046516,21.051775,264.74765
6,1,40,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,41,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,41,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,41,33.707752,28.791668,28.791668,46.09461,399.73602,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,41,250.98035,20,132.39412,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,112.394104,30.020832,514.69635
4,1,41,69.88636,20,20,28.605465,201.52554,3.40E+38,0,0,0,0,20,90
