Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
20,0,3,28.03666,25.868095,25.868095,37.95,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.868095,384.91266,0.0
21,0,3,31.273586,27.918095,27.918095,40.0,3.4028235E38,3.4028235E38,2.05,0.0,0.0,0.0,27.918095,355.18768,0.4333334
22,0,3,11.823647,27.918095,27.918095,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,27.918095,355.18768,0.0
23,0,3,29.419348,26.61661,26.61661,40.0,3.4028235E38,3.4028235E38,0.0,1.3014871,0.0,0.0,27.918097,355.18768,0.0
24,0,3,23.707449,26.61661,26.61661,37.325,3.4028235E38,3.4028235E38,0.0,0.0,0.0,1.9073486E-6,26.61661,374.05927,0.0
25,0,3,28.753683,29.291609,29.291609,38.670834,3.4028235E38,3.4028235E38,2.675,0.0,0.0,1.9073486E-6,29.291609,335.2718,0.9833336
26,0,3,34.88746,30.620775,30.620775,40.0,3.4028235E38,3.4028235E38,1.3291667,0.0,0.0,0.0,30.620775,315.99884,0.1833334
27,0,3,151.20677,30.620775,30.620775,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.620775,315.99884,0.0
28,0,3,32.86521,28.0233,28.0233,40.0,3.4028235E38,3.4028235E38,0.0,2.5974755,0.0,0.0,30.620775,315.99884,0.0
29,0,3,34.232067,28.023304,28.023304,46.1625,487.66858,3.4028235E38,0.0,0.0,0.0,0.0,28.023304,353.66223,0.0
30,0,3,143.55795,20.0,23.08531,20.0,3.4028235E38,3.4028235E38,3.8375,11.089474,0.0,3.085312,31.089474,499.2027,0.39999962
31,0,3,69.88636,20.0,20.0,28.604166,212.07779,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,3,80.41799,20.0,20.50635,20.0,3.4028235E38,3.4028235E38,1.3958334,1.2692444,0.0,0.50634766,21.269245,261.59595,0.0333333
33,0,3,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
