Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
19,0,4,30.98041,26.118336,26.118336,40.0,3.4028235E38,3.4028235E38,0.0,1.2394164,0.0,0.0,27.357752,363.31256,0.0
20,0,4,27.623665,26.118336,26.118336,38.0625,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.118336,381.2841,0.0
21,0,4,30.884247,28.055836,28.055836,40.0,3.4028235E38,3.4028235E38,1.9375,0.0,0.0,0.0,28.055836,353.19034,1.1041665
22,0,4,11.649345,28.055836,28.055836,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.055836,353.19034,0.0
23,0,4,29.073654,26.722765,26.722765,40.0,3.4028235E38,3.4028235E38,0.0,1.3330714,0.0,0.0,28.055836,353.19034,0.0
24,0,4,23.358667,26.722765,26.722765,37.270832,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.722765,372.51984,0.0
25,0,4,28.407526,29.451931,29.451931,38.7375,3.4028235E38,3.4028235E38,2.7291667,0.0,0.0,0.0,29.451931,332.94693,0.958333
26,0,4,34.48462,30.714432,30.714432,40.0,3.4028235E38,3.4028235E38,1.2625,0.0,0.0,0.0,30.714432,314.6407,0.56249976
27,0,4,148.92897,30.714432,30.714432,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.714432,314.6407,0.0
28,0,4,32.515217,28.063557,28.063557,40.0,3.4028235E38,3.4028235E38,0.0,2.6508753,0.0,0.0,30.714432,314.64062,0.0
29,0,4,33.727013,28.063557,28.063557,46.323147,453.0889,3.4028235E38,0.0,0.0,0.0,0.0,28.063557,353.0783,0.0
30,0,4,175.59232,20.0,22.489964,20.0,3.4028235E38,3.4028235E38,3.6625,11.228068,0.0,2.4899597,31.22807,497.06287,1.3750005
31,0,4,69.88636,20.0,20.0,28.616667,211.70871,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,4,80.33115,20.0,20.419504,20.0,3.4028235E38,3.4028235E38,1.3833333,1.2994305,0.0,0.41950226,21.29943,261.15826,0.104166865
33,0,4,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,5,61.760666,22.4,22.4,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.4,245.19998,0.0
1,0,5,23.402258,22.058332,22.058332,30.0,3.4028235E38,3.4028235E38,0.0,0.34166664,0.0,0.0,22.4,245.19998,0.0
2,0,5,23.27249,20.354166,20.354166,30.0,3.4028235E38,3.4028235E38,0.0,1.7041667,0.0,0.0,22.058332,250.15417,0.0
3,0,5,11.654058,20.354166,20.354166,28.166666,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.354166,274.86462,0.0
4,0,5,21.284496,22.187502,22.187502,22.566666,3.4028235E38,3.4028235E38,1.8333334,0.0,0.0,0.0,22.187502,248.28125,0.3250004
5,0,5,32.727272,29.620834,29.620834,40.0,3.4028235E38,3.4028235E38,7.4333334,0.0,0.0,0.0,29.620834,140.49788,0.0
6,0,5,5.625,29.620834,29.620834,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.620834,330.4979,0.0
7,0,5,25.726988,28.67673,28.67673,40.0,3.4028235E38,3.4028235E38,0.0,0.9441069,0.0,0.0,29.620836,330.4979,0.0
8,0,5,8.012068,28.67673,28.67673,46.39794,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.67673,344.18744,0.0
9,0,5,100.42687,30.325571,30.325571,40.0,3.4028235E38,3.4028235E38,2.6041667,0.9553321,0.0,0.0,31.280903,487.1904,0.2750001
10,0,5,9.081121,30.325571,30.325571,43.85648,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.325571,320.27936,0.0
11,0,5,40.36444,32.58997,32.58997,40.0,3.4028235E38,3.4028235E38,3.0125,0.74810195,0.0,0.0,33.33807,434.30508,1.05
12,0,5,9.819294,32.58997,32.58997,43.88387,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.58997,287.44556,0.0
13,0,5,92.67032,25.66006,25.66006,40.0,3.4028235E38,3.4028235E38,2.8583333,9.788241,0.0,0.0,35.448303,400.17535,0.2999997
14,0,5,27.462729,25.660063,25.660063,38.283333,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.660063,387.92917,0.0
