Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
15,0,4,20.807951,27.695831,27.695831,48.4375,3.4028235E38,3.4028235E38,1.8083333,0.0,0.0,0.0,27.695831,358.41028,0.0
16,0,4,34.76116,29.258331,29.258331,50.0,3.4028235E38,3.4028235E38,1.5625,0.0,0.0,0.0,29.258331,525.754,0.0
17,0,4,13.257835,29.258331,29.258331,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,9.536743E-7,29.258331,525.754,0.0
18,0,4,28.69661,27.68333,27.68333,40.0,3.4028235E38,3.4028235E38,0.0,1.5749999,0.0,0.0,29.258331,525.754,0.0
19,0,4,30.980412,26.429165,26.429165,40.0,3.4028235E38,3.4028235E38,0.0,1.2541666,0.0,1.9073486E-6,27.68333,358.5915,0.0
20,0,4,27.623665,26.429165,26.429165,37.841667,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.429165,376.77695,0.0
21,0,4,30.884247,28.587498,28.587498,40.0,3.4028235E38,3.4028235E38,2.1583333,0.0,0.0,0.0,28.587498,345.4811,0.0
22,0,4,11.649345,28.587498,28.587498,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.587498,345.4811,0.0
23,0,4,29.073654,27.229164,27.229164,40.0,3.4028235E38,3.4028235E38,0.0,1.3583332,0.0,0.0,28.587498,345.4811,0.0
24,0,4,23.358662,27.229164,27.229164,37.079166,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,27.229164,365.17694,0.0
25,0,4,28.407528,30.149998,30.149998,38.625,3.4028235E38,3.4028235E38,2.9208333,0.0,0.0,0.0,30.149998,322.82486,0.0
26,0,4,34.484615,31.524998,31.524998,40.0,3.4028235E38,3.4028235E38,1.375,0.0,0.0,0.0,31.524998,302.88736,0.0
27,0,4,148.92897,31.524998,31.524998,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,31.524998,302.88736,0.0
28,0,4,32.51521,28.804165,28.804165,40.0,3.4028235E38,3.4028235E38,0.0,2.7208333,0.0,0.0,31.524998,302.88736,0.0
29,0,4,33.727013,28.804165,28.804165,46.048145,444.24933,3.4028235E38,0.0,0.0,0.0,0.0,28.804165,342.33945,0.0
30,0,4,178.87321,20.0,25.77085,20.0,3.4028235E38,3.4028235E38,3.9375,11.5875,0.0,5.770859,31.5875,491.84967,0.0
31,0,4,69.88636,20.0,20.0,28.595833,211.5917,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,4,80.42899,20.0,20.51735,20.0,3.4028235E38,3.4028235E38,1.4041667,1.3006966,0.0,0.51734924,21.300697,261.1399,0.0
33,0,4,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,5,61.760666,22.4,22.4,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.4,245.19998,0.0
1,0,5,23.402258,22.058332,22.058332,30.0,3.4028235E38,3.4028235E38,0.0,0.34166664,0.0,0.0,22.4,245.19998,0.0
2,0,5,23.27249,20.354166,20.354166,30.0,3.4028235E38,3.4028235E38,0.0,1.7041667,0.0,0.0,22.058332,250.15417,0.0
3,0,5,11.654058,20.354166,20.354166,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.354166,274.86462,0.0
4,0,5,21.284496,22.241669,22.241669,22.566666,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,0.0,22.241669,247.49583,0.0
5,0,5,32.727272,29.675007,29.675007,40.0,3.4028235E38,3.4028235E38,7.4333334,0.0,0.0,0.0,29.675007,139.7125,0.0
6,0,5,5.625,29.675007,29.675007,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.675007,329.7125,0.0
7,0,5,25.726986,28.729174,28.729174,40.0,3.4028235E38,3.4028235E38,0.0,0.94583356,0.0,0.0,29.675007,329.7125,0.0
8,0,5,8.012072,28.729174,28.729174,46.352108,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.729174,343.4271,0.0
