Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV
2,0,56,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,56,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,56,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,57,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,57,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,57,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,57,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,57,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,58,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,58,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,58,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,58,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,58,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,0,59,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,0,59,14.285714,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,0,59,14.285714,8.333333,8.333333,2.69E+01,3.40E+38,3.40E+38,0,0,0,0
3,0,59,18.774067,10,10,2.86E+01,3.40E+38,3.40E+38,1.6666666,0,0,0
4,0,59,17.142857,10,1.00E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,0,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,0,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,1,0,52.623405,25.654566,25.833334,2.57E+01,3.40E+38,3.40E+38,0,0,0,0.17877197
3,1,0,63.002792,28.571232,28.571232,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,0,64.28528,28.571232,2.86E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,7.63E-06
0,1,1,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,1,52.444633,25.833334,25.833334,28.57143,6.27E+01,3.40E+38,0,0,0,0
2,1,1,54.802162,23.654581,26.012106,2.37E+01,3.40E+38,3.40E+38,0,0,0,2.3575287
3,1,1,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,1,64.28526,26.571255,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,2,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,2,52.444633,25.833334,25.833334,28.57143,7.38E+01,3.40E+38,0,0,0,0
2,1,2,56.98092,23.654581,28.190863,2.37E+01,3.40E+38,3.40E+38,0,0,0,4.5362854
3,1,2,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,2,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,3,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,3,52.444633,25.833334,25.833334,28.57143,7.16E+01,3.40E+38,0,0,0,0
2,1,3,59.159676,23.654581,30.36962,2.37E+01,3.40E+38,3.40E+38,0,0,0,6.715042
3,1,3,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,3,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,4,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,4,52.444633,25.833334,25.833334,28.57143,6.94E+01,3.40E+38,0,0,0,0
2,1,4,61.338432,23.654581,32.548378,2.37E+01,3.40E+38,3.40E+38,0,0,0,8.893799
3,1,4,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,4,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,5,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,5,52.444633,25.833334,25.833334,28.57143,6.72E+01,3.40E+38,0,0,0,0
2,1,5,63.51719,23.654581,34.727135,2.37E+01,3.40E+38,3.40E+38,0,0,0,11.072556
3,1,5,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,5,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,6,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,6,52.444633,25.833334,25.833334,28.57143,6.51E+01,3.40E+38,0,0,0,0
2,1,6,65.695946,23.654581,36.90589,2.37E+01,3.40E+38,3.40E+38,0,0,0,13.251312
3,1,6,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,6,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,7,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,7,52.444633,25.833334,25.833334,28.57143,6.29E+01,3.40E+38,0,0,0,0
2,1,7,67.8747,23.654581,39.08465,2.37E+01,3.40E+38,3.40E+38,0,0,0,15.430069
3,1,7,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,7,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,8,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,8,52.444633,25.833334,25.833334,28.57143,6.07E+01,3.40E+38,0,0,0,0
2,1,8,70.05346,23.654581,41.263405,2.37E+01,3.40E+38,3.40E+38,0,0,0,17.608826
3,1,8,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,8,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,9,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,9,52.444633,25.833334,25.833334,28.57143,5.85E+01,3.40E+38,0,0,0,0
2,1,9,72.232216,23.654581,43.44216,2.37E+01,3.40E+38,3.40E+38,0,0,0,19.787582
3,1,9,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,9,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,10,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,10,52.444633,25.833334,25.833334,28.57143,5.64E+01,3.40E+38,0,0,0,0
2,1,10,74.41097,23.654581,45.62092,2.37E+01,3.40E+38,3.40E+38,0,0,0,21.96634
3,1,10,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,10,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,11,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,11,52.444633,25.833334,25.833334,28.57143,5.42E+01,3.40E+38,0,0,0,0
2,1,11,76.58973,23.654581,47.799675,2.37E+01,3.40E+38,3.40E+38,0,0,0,24.145096
3,1,11,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,11,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,12,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,12,52.444633,25.833334,25.833334,28.57143,5.20E+01,3.40E+38,0,0,0,0
2,1,12,78.768486,23.654581,49.97843,2.37E+01,3.40E+38,3.40E+38,0,0,0,26.323853
3,1,12,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,12,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,13,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,13,52.444633,25.833334,25.833334,28.57143,4.98E+01,3.40E+38,0,0,0,0
2,1,13,80.94724,23.654581,52.15719,2.37E+01,3.40E+38,3.40E+38,0,0,0,28.50261
3,1,13,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,13,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,14,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,14,52.444633,25.833334,25.833334,28.57143,4.76E+01,3.40E+38,0,0,0,0
2,1,14,83.126,23.654581,54.335945,2.37E+01,3.40E+38,3.40E+38,0,0,0,30.681366
3,1,14,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,14,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,15,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,15,52.444633,25.833334,25.833334,28.57143,4.55E+01,3.40E+38,0,0,0,0
2,1,15,85.304756,23.654581,56.5147,2.37E+01,3.40E+38,3.40E+38,0,0,0,32.860123
3,1,15,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,15,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,16,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,16,52.444633,25.833334,25.833334,28.57143,4.33E+01,3.40E+38,0,0,0,0
2,1,16,87.48351,23.654581,58.69346,2.37E+01,3.40E+38,3.40E+38,0,0,0,35.03888
3,1,16,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,16,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,17,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,17,52.444633,25.833334,25.833334,28.57143,4.11E+01,3.40E+38,0,0,0,0
2,1,17,89.66227,23.654581,60.872215,2.37E+01,3.40E+38,3.40E+38,0,0,0,37.217636
3,1,17,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,17,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,18,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,18,52.444633,25.833334,25.833334,28.57143,3.89E+01,3.40E+38,0,0,0,0
2,1,18,91.84103,23.654581,63.050972,2.37E+01,3.40E+38,3.40E+38,0,0,0,39.396393
3,1,18,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,18,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,19,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,19,52.444633,25.833334,25.833334,28.57143,3.67E+01,3.40E+38,0,0,0,0
2,1,19,94.01978,23.654581,65.22973,2.37E+01,3.40E+38,3.40E+38,0,0,0,41.57515
3,1,19,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,19,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,20,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,20,52.444633,25.833334,25.833334,28.57143,3.46E+01,3.40E+38,0,0,0,0
2,1,20,96.19854,23.654581,67.408485,2.37E+01,3.40E+38,3.40E+38,0,0,0,43.753906
3,1,20,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,20,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,21,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,21,52.444633,25.833334,25.833334,28.57143,3.24E+01,3.40E+38,0,0,0,0
2,1,21,98.3773,23.654581,69.58724,2.37E+01,3.40E+38,3.40E+38,0,0,0,45.932663
3,1,21,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,21,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,22,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,22,52.444633,25.833334,25.833334,28.57143,3.02E+01,3.40E+38,0,0,0,0
2,1,22,100.55605,23.654581,71.766,2.37E+01,3.40E+38,3.40E+38,0,0,0,48.11142
3,1,22,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,22,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,23,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,23,52.444633,25.833334,25.833334,28.57143,2.80E+01,3.40E+38,0,0,0,0
2,1,23,102.73481,23.654581,73.944756,2.37E+01,3.40E+38,3.40E+38,0,0,0,50.290176
3,1,23,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,23,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,24,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,24,52.444633,25.833334,25.833334,28.028038,2.58E+01,3.40E+38,0,0,0,0
2,1,24,104.91357,23.654581,76.12351,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.468933
3,1,24,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,24,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,25,52.444633,25.833334,25.833334,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,1,25,54.607445,23.670525,25.833334,25.849281,2.37E+01,3.40E+38,0,0,0,2.1628113
2,1,25,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,25,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,25,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,26,52.444633,25.833334,25.833334,28.57143,7.39E+01,3.40E+38,0,0,0,0
1,1,26,56.7862,23.65458,27.996145,23.670525,2.37E+01,3.40E+38,0,0,0,4.341568
2,1,26,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,26,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,26,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,27,52.444633,25.833334,25.833334,28.57143,7.18E+01,3.40E+38,0,0,0,0
1,1,27,58.96496,23.65458,30.174902,23.65458,2.37E+01,3.40E+38,0,0,0,6.5203247
2,1,27,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,27,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,27,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,28,52.444633,25.833334,25.833334,28.57143,6.96E+01,3.40E+38,0,0,0,0
1,1,28,61.143715,23.65458,32.35366,23.65458,2.37E+01,3.40E+38,0,0,0,8.699081
2,1,28,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,28,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,28,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,29,52.444633,25.833334,25.833334,28.57143,6.74E+01,3.40E+38,0,0,0,0
1,1,29,63.32247,23.65458,34.532417,23.65458,2.37E+01,3.40E+38,0,0,0,10.877838
2,1,29,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,29,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,29,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,30,52.444633,25.833334,25.833334,28.57143,6.53E+01,3.40E+38,0,0,0,0
1,1,30,65.50123,23.65458,36.711174,23.65458,2.37E+01,3.40E+38,0,0,0,13.056595
2,1,30,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,30,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,30,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,31,52.444633,25.833334,25.833334,28.57143,6.31E+01,3.40E+38,0,0,0,0
1,1,31,67.679985,23.65458,38.88993,23.65458,2.37E+01,3.40E+38,0,0,0,15.235352
2,1,31,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,31,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,31,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,32,52.444633,25.833334,25.833334,28.57143,6.09E+01,3.40E+38,0,0,0,0
1,1,32,69.85874,23.65458,41.068687,23.65458,2.37E+01,3.40E+38,0,0,0,17.414108
2,1,32,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,32,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,32,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,33,52.444633,25.833334,25.833334,28.57143,5.87E+01,3.40E+38,0,0,0,0
1,1,33,72.0375,23.65458,43.247444,23.65458,2.37E+01,3.40E+38,0,0,0,19.592865
2,1,33,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,33,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,33,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,34,52.444633,25.833334,25.833334,28.57143,5.65E+01,3.40E+38,0,0,0,0
1,1,34,74.216255,23.65458,45.4262,23.65458,2.37E+01,3.40E+38,0,0,0,21.771622
2,1,34,104.92951,23.654581,76.13946,2.37E+01,3.40E+38,3.40E+38,0,0,0,52.48488
3,1,34,63.002792,26.571247,26.571247,2.86E+01,3.40E+38,3.40E+38,2.9166667,0,0,0
4,1,34,64.28526,26.571247,2.66E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,1,35,52.444633,25.833334,25.833334,28.57143,5.44E+01,3.40E+38,0,0,0,0
1,1,35,76.39501,23.65458,47.604958,23.65458,2.37E+01,3.40E+38,0,0,0,23.950378
