Seg,Period,Step,NV,MI,MF,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
20,3,25,11.326216,11.109793,11.109793,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109793,598.90796
21,3,25,13.938276,13.390626,13.390626,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390626,565.83594
22,3,25,5.217124,13.390626,13.390626,40,3.40E+38,3.40E+38,0,0,0,0,13.390626,565.83594
23,3,25,13.404574,12.144793,12.144793,40,3.40E+38,3.40E+38,0,1.2458334,0,0,13.390626,565.83594
24,3,25,10.094372,12.144793,12.144793,39.041668,3.40E+38,3.40E+38,0,0,0,0,12.144793,583.9005
25,3,25,11.766033,13.103126,13.103126,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103126,570.00464
26,3,25,15.045028,14.454375,14.454375,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454375,550.4115
27,3,25,62.88591,14.454375,14.454375,40,3.40E+38,3.40E+38,0,0,0,0,14.454375,550.4115
28,3,25,14.728282,11.958542,11.958542,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454375,550.4115
29,3,25,13.356291,11.958542,11.958542,47.604168,515.6975,3.40E+38,0,0,0,0,11.958542,586.6011
30,3,25,257.25928,20,217.79114,20,3.40E+38,3.40E+38,2.3958333,2.0833333,0,197.79115,22.083334,629.7916
31,3,25,33.07583,20,20,28.519375,193.88228,3.40E+38,0,0,0,0,20,90
32,3,25,88.09619,20,58.983093,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,38.983093,21.965565,251.49933
33,3,25,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,26,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,26,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,26,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,26,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,26,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,26,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,26,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,26,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,26,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,26,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,26,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,26,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,26,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,26,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,26,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,26,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,26,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,26,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,26,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,26,13.476797,11.109794,11.109794,40,3.40E+38,3.40E+38,0,1.1500001,0,0,12.259794,582.23303
20,3,26,11.326215,11.109794,11.109794,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109794,598.908
21,3,26,13.938275,13.390627,13.390627,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390627,565.83594
22,3,26,5.217123,13.390627,13.390627,40,3.40E+38,3.40E+38,0,0,0,0,13.390627,565.83594
23,3,26,13.404573,12.1447935,12.1447935,40,3.40E+38,3.40E+38,0,1.2458335,0,0,13.390627,565.83594
24,3,26,10.094373,12.1447935,12.1447935,39.041668,3.40E+38,3.40E+38,0,0,0,9.54E-07,12.1447935,583.9005
25,3,26,11.766034,13.103127,13.103127,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103127,570.00464
26,3,26,15.045029,14.454376,14.454376,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454376,550.41156
27,3,26,62.88591,14.454376,14.454376,40,3.40E+38,3.40E+38,0,0,0,0,14.454376,550.41156
28,3,26,14.728283,11.958543,11.958543,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454376,550.41156
29,3,26,13.356292,11.958543,11.958543,47.604168,523.42645,3.40E+38,0,0,0,0,11.958543,586.60114
30,3,26,249.53033,20,210.0622,20,3.40E+38,3.40E+38,2.3958333,2.0833335,0,190.06221,22.083334,629.7916
31,3,26,33.07583,20,20,28.519375,194.36722,3.40E+38,0,0,0,0,20,90
32,3,26,87.61125,20,58.498154,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,38.498154,21.965565,251.49933
33,3,26,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,27,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,27,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,27,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,27,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,27,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,27,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,27,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,27,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,27,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,27,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,27,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,27,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,27,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,27,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,27,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,27,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,27,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,27,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,27,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,27,13.476799,11.109793,11.109793,40,3.40E+38,3.40E+38,0,1.1500001,0,9.54E-07,12.259792,582.233
20,3,27,11.326216,11.109793,11.109793,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109793,598.90796
21,3,27,13.938276,13.390626,13.390626,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390626,565.83594
22,3,27,5.217124,13.390626,13.390626,40,3.40E+38,3.40E+38,0,0,0,0,13.390626,565.83594
23,3,27,13.404574,12.144793,12.144793,40,3.40E+38,3.40E+38,0,1.2458334,0,0,13.390626,565.83594
24,3,27,10.094373,12.1447935,12.1447935,39.041668,3.40E+38,3.40E+38,0,0,0,9.54E-07,12.1447935,583.9005
25,3,27,11.766034,13.103127,13.103127,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103127,570.00464
26,3,27,15.045029,14.454376,14.454376,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454376,550.41156
27,3,27,62.88591,14.454376,14.454376,40,3.40E+38,3.40E+38,0,0,0,0,14.454376,550.41156
28,3,27,14.728283,11.958543,11.958543,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454376,550.41156
29,3,27,13.356292,11.958543,11.958543,47.604168,531.1554,3.40E+38,0,0,0,0,11.958543,586.60114
30,3,27,241.80139,20,202.33325,20,3.40E+38,3.40E+38,2.3958333,2.0833335,0,182.33327,22.083334,629.7916
31,3,27,33.07583,20,20,28.519375,194.85216,3.40E+38,0,0,0,0,20,90
32,3,27,87.12631,20,58.013214,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,38.013214,21.965565,251.49933
33,3,27,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,28,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,28,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,28,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,28,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,28,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,28,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,28,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,28,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,28,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,28,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,28,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,28,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,28,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,28,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,28,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,28,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,28,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,28,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,28,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,28,13.476797,11.109794,11.109794,40,3.40E+38,3.40E+38,0,1.1500001,0,0,12.259794,582.23303
20,3,28,11.326215,11.109794,11.109794,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109794,598.908
21,3,28,13.938275,13.390627,13.390627,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390627,565.83594
22,3,28,5.217123,13.390627,13.390627,40,3.40E+38,3.40E+38,0,0,0,0,13.390627,565.83594
23,3,28,13.404573,12.1447935,12.1447935,40,3.40E+38,3.40E+38,0,1.2458335,0,0,13.390627,565.83594
24,3,28,10.094372,12.144794,12.144794,39.041668,3.40E+38,3.40E+38,0,0,0,0,12.144794,583.9005
25,3,28,11.766033,13.1031275,13.1031275,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.1031275,570.00464
26,3,28,15.045028,14.454377,14.454377,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454377,550.41156
27,3,28,62.88591,14.454377,14.454377,40,3.40E+38,3.40E+38,0,0,0,0,14.454377,550.41156
28,3,28,14.728282,11.958544,11.958544,40,3.40E+38,3.40E+38,0,2.4958336,0,0,14.454377,550.41156
29,3,28,13.356291,11.958544,11.958544,47.604168,538.88434,3.40E+38,0,0,0,0,11.958544,586.60114
30,3,28,234.07243,20,194.60431,20,3.40E+38,3.40E+38,2.3958333,2.0833335,0,174.60431,22.083334,629.7916
31,3,28,33.07583,20,20,28.519375,195.3371,3.40E+38,0,0,0,0,20,90
32,3,28,86.64137,20,57.528275,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,37.528275,21.965565,251.49933
33,3,28,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,29,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,29,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,29,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,29,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,29,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,29,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,29,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,29,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,29,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,29,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,29,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,29,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,29,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,29,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,29,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,29,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,29,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,29,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,29,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,29,13.476799,11.109793,11.109793,40,3.40E+38,3.40E+38,0,1.1500001,0,9.54E-07,12.259792,582.233
20,3,29,11.326216,11.109793,11.109793,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109793,598.90796
21,3,29,13.938276,13.390626,13.390626,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390626,565.83594
22,3,29,5.217124,13.390626,13.390626,40,3.40E+38,3.40E+38,0,0,0,0,13.390626,565.83594
23,3,29,13.404574,12.144793,12.144793,40,3.40E+38,3.40E+38,0,1.2458334,0,0,13.390626,565.83594
24,3,29,10.094372,12.144793,12.144793,39.041668,3.40E+38,3.40E+38,0,0,0,0,12.144793,583.9005
25,3,29,11.766033,13.103126,13.103126,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103126,570.00464
26,3,29,15.045028,14.454375,14.454375,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454375,550.4115
27,3,29,62.88591,14.454375,14.454375,40,3.40E+38,3.40E+38,0,0,0,0,14.454375,550.4115
28,3,29,14.728282,11.958542,11.958542,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454375,550.4115
29,3,29,13.356291,11.958542,11.958542,47.604168,546.6133,3.40E+38,0,0,0,0,11.958542,586.6011
30,3,29,226.34348,20,186.87535,20,3.40E+38,3.40E+38,2.3958333,2.0833333,0,166.87535,22.083334,629.7916
31,3,29,33.07583,20,20,28.519375,195.82204,3.40E+38,0,0,0,0,20,90
32,3,29,86.15643,20,57.043335,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,37.043335,21.965565,251.49933
33,3,29,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,30,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,30,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,30,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,30,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,30,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,30,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,30,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,30,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,30,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,30,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,30,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,30,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,30,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,30,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,30,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,30,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,30,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,30,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,30,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,30,13.476797,11.109794,11.109794,40,3.40E+38,3.40E+38,0,1.1500001,0,0,12.259794,582.23303
20,3,30,11.326215,11.109794,11.109794,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109794,598.908
21,3,30,13.938275,13.390627,13.390627,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390627,565.83594
22,3,30,5.217123,13.390627,13.390627,40,3.40E+38,3.40E+38,0,0,0,0,13.390627,565.83594
23,3,30,13.404573,12.1447935,12.1447935,40,3.40E+38,3.40E+38,0,1.2458335,0,0,13.390627,565.83594
24,3,30,10.094373,12.1447935,12.1447935,39.041668,3.40E+38,3.40E+38,0,0,0,9.54E-07,12.1447935,583.9005
25,3,30,11.766034,13.103127,13.103127,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103127,570.00464
26,3,30,15.045029,14.454376,14.454376,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454376,550.41156
27,3,30,62.88591,14.454376,14.454376,40,3.40E+38,3.40E+38,0,0,0,0,14.454376,550.41156
28,3,30,14.728283,11.958543,11.958543,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454376,550.41156
29,3,30,13.356292,11.958543,11.958543,47.604168,554.3423,3.40E+38,0,0,0,0,11.958543,586.60114
30,3,30,218.61452,20,179.1464,20,3.40E+38,3.40E+38,2.3958333,2.0833335,0,159.1464,22.083334,629.7916
31,3,30,33.07583,20,20,28.519375,196.30698,3.40E+38,0,0,0,0,20,90
32,3,30,85.67149,20,56.558395,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,36.558395,21.965565,251.49933
33,3,30,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,31,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,31,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,31,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,31,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,31,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,31,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,31,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,31,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,31,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,31,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,31,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,31,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,31,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,31,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,31,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,31,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,31,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
17,3,31,6.167531,13.7056265,13.7056265,50,3.40E+38,3.40E+38,0,0,0,0,13.7056265,751.26843
18,3,31,13.349633,12.259793,12.259793,40,3.40E+38,3.40E+38,0,1.4458334,0,0,13.7056265,751.26843
19,3,31,13.476799,11.109793,11.109793,40,3.40E+38,3.40E+38,0,1.1500001,0,9.54E-07,12.259792,582.233
20,3,31,11.326216,11.109793,11.109793,37.719166,3.40E+38,3.40E+38,0,0,0,0,11.109793,598.90796
21,3,31,13.938276,13.390626,13.390626,40,3.40E+38,3.40E+38,2.2808332,0,0,0,13.390626,565.83594
22,3,31,5.217124,13.390626,13.390626,40,3.40E+38,3.40E+38,0,0,0,0,13.390626,565.83594
23,3,31,13.404574,12.144793,12.144793,40,3.40E+38,3.40E+38,0,1.2458334,0,0,13.390626,565.83594
24,3,31,10.094373,12.1447935,12.1447935,39.041668,3.40E+38,3.40E+38,0,0,0,9.54E-07,12.1447935,583.9005
25,3,31,11.766034,13.103127,13.103127,38.64875,3.40E+38,3.40E+38,0.9583333,0,0,0,13.103127,570.00464
26,3,31,15.045029,14.454376,14.454376,40,3.40E+38,3.40E+38,1.3512499,0,0,0,14.454376,550.41156
27,3,31,62.88591,14.454376,14.454376,40,3.40E+38,3.40E+38,0,0,0,0,14.454376,550.41156
28,3,31,14.728283,11.958543,11.958543,40,3.40E+38,3.40E+38,0,2.4958334,0,0,14.454376,550.41156
29,3,31,13.356292,11.958543,11.958543,47.604168,562.0712,3.40E+38,0,0,0,0,11.958543,586.60114
30,3,31,210.88556,20,171.41743,20,3.40E+38,3.40E+38,2.3958333,2.0833335,0,151.41743,22.083334,629.7916
31,3,31,33.07583,20,20,28.519375,196.79192,3.40E+38,0,0,0,0,20,90
32,3,31,85.186554,20,56.073456,20,3.40E+38,3.40E+38,1.480625,1.9655644,0,36.073456,21.965565,251.49933
33,3,31,4.405424,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,3,32,21.64502,8.333333,8.333333,30,3.40E+38,3.40E+38,0,0,0,0,8.333333,449.1667
1,3,32,8.722711,8.020833,8.020833,30,3.40E+38,3.40E+38,0,0.3125,0,0,8.333333,449.1667
2,3,32,8.537482,6.4541664,6.4541664,30,3.40E+38,3.40E+38,0,1.5666666,0,0,8.020833,453.6979
3,3,32,3.5833197,6.4541664,6.4541664,28.266666,3.40E+38,3.40E+38,0,0,0,0,6.4541664,476.4146
4,3,32,7.4836254,8.1875,8.1875,25.416666,3.40E+38,3.40E+38,1.7333333,0,0,0,8.1875,451.28125
5,3,32,11.468105,12.770834,12.770834,40,3.40E+38,3.40E+38,4.5833335,0,0,0,12.770834,384.82294
6,3,32,1.9710808,12.770834,12.770834,40,3.40E+38,3.40E+38,0,0,0,3.58E-07,12.770834,574.8229
7,3,32,10.85228,11.900001,11.900001,40,3.40E+38,3.40E+38,0,0.87083334,0,0,12.770834,574.8229
8,3,32,3.1681814,11.900001,11.900001,44.80258,3.40E+38,3.40E+38,0,0,0,0,11.900001,587.44995
9,3,32,42.71911,13.462501,13.462501,40,3.40E+38,3.40E+38,2.4416666,0.8791667,0,0,14.341667,729.9159
10,3,32,3.7590103,13.462502,13.462502,41.265526,3.40E+38,3.40E+38,0,0,0,4.77E-07,13.462502,564.7937
11,3,32,19.44801,16.13521,16.13521,40,3.40E+38,3.40E+38,3.3685417,0.6958334,0,0,16.831043,676.61005
12,3,32,4.3481236,16.13521,16.13521,39.82141,3.40E+38,3.40E+38,0,0,0,0,16.13521,526.0394
13,3,32,47.080276,10.140626,10.140626,40,3.40E+38,3.40E+38,3.0762498,9.070834,0,0,19.21146,625.3131
14,3,32,10.535714,10.140626,10.140626,38.088123,3.40E+38,3.40E+38,0,0,0,0,10.140626,612.96094
15,3,32,8.747831,12.052502,12.052502,48.346874,3.40E+38,3.40E+38,1.9118749,0,0,9.54E-07,12.052502,585.2387
16,3,32,16.170856,13.7056265,13.7056265,50,3.40E+38,3.40E+38,1.653125,0,0,0,13.7056265,751.26843
